University Code,University Name,Rating,Course Code,Course Name,Fee,Grade,Level,Tag
5,NED University of Engineering and Technology,1,331,MEM - Supply Chain Management,81200,null,Master,Supply Chain Management
5,NED University of Engineering and Technology,1,332,MS - Telecom Systems,81200,null,Master,Telecom Systems
5,NED University of Engineering and Technology,1,333,ME - Telecommunication,81200,null,Master,Telecommunication
5,NED University of Engineering and Technology,1,334,ME - Textile Engineering,81200,null,Master,Textile Engineering
5,NED University of Engineering and Technology,1,335,MS - Textile Management,81200,null,Master,Textile Management
5,NED University of Engineering and Technology,1,336,ME - Transportation Engineering,81200,null,Master,Transportation Engineering
5,NED University of Engineering and Technology,1,337,MEM - Transportation Infrastructure Management,81200,null,Master,Transportation Management
5,NED University of Engineering and Technology,1,338,MURP - Urban & Regional Planning,81200,null,Master,Urban & Regional Planning
5,NED University of Engineering and Technology,1,339,MEM - Water Resource Management,81200,null,Master,Water Resource Management
5,NED University of Engineering and Technology,1,340,ME - Water Resources Engineering,81200,null,Master,Water Resources Engineering
6,Sir Syed University of Engineering and Technology,1,341,BS- Computer Science,133700,null,Bachelor,Computer Science
6,Sir Syed University of Engineering and Technology,1,342,BS - Bio-medical,65100,null,Bachelor,Biomedical Engineering
6,Sir Syed University of Engineering and Technology,1,343,BS - Biomedical Sciences,65100,50,Bachelor,Biomedical Sciences
6,Sir Syed University of Engineering and Technology,1,344,BS - Biotechnology,92750,50,Bachelor,Biotechnology
6,Sir Syed University of Engineering and Technology,1,345,BBA - Business Administration,72800,45,Bachelor,Business Administration
6,Sir Syed University of Engineering and Technology,1,346,BS - Civil Engineering,133700,50,Bachelor,Civil Engineering
6,Sir Syed University of Engineering and Technology,1,347,B.Sc. - Civil Technology,57900,50,Bachelor,Civil Engineering
6,Sir Syed University of Engineering and Technology,1,348,BS - Clinical Psychology,120000,50,Bachelor,Clinical Psychology
6,Sir Syed University of Engineering and Technology,1,349,BS - Computer Engineering,133700,60,Bachelor,Computer Engineering
6,Sir Syed University of Engineering and Technology,1,350,BS - Computer Technology,172800,50,Bachelor,Computer Technology
6,Sir Syed University of Engineering and Technology,1,351,BS - Cyber Security,138100,50,Bachelor,Cyber Security
6,Sir Syed University of Engineering and Technology,1,352,BS - Dairy Science,223500,50,Bachelor,Dairy Science
6,Sir Syed University of Engineering and Technology,1,353,BS - Economics & Mathematics,83000,50,Bachelor,Economics & Mathematics
6,Sir Syed University of Engineering and Technology,1,354,B.Sc. [Engg.] - Electrical,172800,60,Bachelor,Electrical Engineering
6,Sir Syed University of Engineering and Technology,1,355,B.Sc. - Electrical Technology,57900,50,Bachelor,Electrical Technology
6,Sir Syed University of Engineering and Technology,1,356,BS - Electronics,57900,50,Bachelor,Electronics
6,Sir Syed University of Engineering and Technology,1,357,BS(TECHNOLOGY) - Electronics Technology,57900,50,Bachelor,Electronics Technology
6,Sir Syed University of Engineering and Technology,1,358,BS - Food Science & Technology,172800,50,Bachelor,Food Science
6,Sir Syed University of Engineering and Technology,1,359,BS - Information Technology,133700,50,Bachelor,Information Technology
6,Sir Syed University of Engineering and Technology,1,360,BS - Mobile Communication Systems,62900,50,Bachelor,Mobile Communication
6,Sir Syed University of Engineering and Technology,1,361,B.Sc. [Engg.] - Software Engineering,57900,60,Bachelor,Software Engineering
6,Sir Syed University of Engineering and Technology,1,362,BS - Telecommunication,78000,50,Bachelor,Telecommunication
6,Sir Syed University of Engineering and Technology,1,363,MS - Bio-medical,78000,2,Master,Bio-medical
6,Sir Syed University of Engineering and Technology,1,364,MBA - Business Administration,78000,2,Master,Business Administration
6,Sir Syed University of Engineering and Technology,1,365,MS - Civil,78000,2,Master,Civil Engineering
6,Sir Syed University of Engineering and Technology,1,366,MS - Computer Engineering,78000,2,Master,Computer Engineering
6,Sir Syed University of Engineering and Technology,1,367,MS - Computer Science,78000,2,Master,Computer Science
6,Sir Syed University of Engineering and Technology,1,368,MS - Electrical,78000,2,Master,Electrical Engineering
6,Sir Syed University of Engineering and Technology,1,369,MS - Electronics,78000,2,Master,Electronics Engineering
6,Sir Syed University of Engineering and Technology,1,370,MS - Mathematics,78000,2,Master,Mathematics
6,Sir Syed University of Engineering and Technology,1,371,MS - Software Engineering,78000,2,Master,Software Engineering
6,Sir Syed University of Engineering and Technology,1,372,MS - Telecommunication,78000,2,Master,Telecommunication
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,373,BS - Artificial Intelligence,125800,50,Bachelor,Artificial Intelligence
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,374,BS - Bio-science,78540,50,Bachelor,Bio-science
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,375,BS - Biotechnology,78540,50,Bachelor,Biotechnology
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,376,BBA - Business Administration,142200,50,Bachelor,Business Administration
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,377,BA [HONS] - Business Studies,null,50,Bachelor,Business Studies
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,378,BS - Computer Science,145800,50,Bachelor,Computer Science
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,379,B.ED - Education,57600,50,Bachelor,Education
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,380,BS - Educational Psychology,78390,50,Bachelor,Educational Psychology
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,381,BS - Entrepreneurship,133200,50,Bachelor,Entrepreneurship
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,382,BS - Finance & Accounting,145800,50,Bachelor,Finance & Accounting
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,383,LLB - Law,null,50,Bachelor,Law
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,384,BE - Mechatronics,96000,60,Bachelor,Mechatronics
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,385,BS - Media Sciences,162000,50,Bachelor,Media Sciences
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,386,BS - Public Health,75480,50,Bachelor,Public Health
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,387,BS - Social Sciences,120600,50,Bachelor,Social Sciences
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,388,BS - Software Engineering,145800,50,Bachelor,Software Engineering
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,389,MS - Advertising,114000,2,Master,Advertising
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,390,MS - Bio-science,70560,2,Master,Bio-science
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,391,MS - Biotechnology,70560,2,Master,Biotechnology
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,392,MBA - Business Administration (1.5 Years),106800,2.5,Master,Business Administration
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,393,MBA - Business Administration (2-2.5 Years),160200,2.5,Master,Business Administration
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,394,MS - Computer Science,66600,2,Master,Computer Science
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,395,MS - Cyber Security,66600,2,Master,Cyber Security
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,396,MS - Data Science,70200,2,Master,Data Science
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,397,MS - Economics,93600,2,Master,Economics
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,398,MS - Educational Leadership & Management,82560,2,Master,Educational Leadership
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,399,MS - International Relations,88920,2,Master,International Relations
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,400,MS - Management Sciences,93600,2,Master,Management Sciences
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,401,MS - Mechatronics,58680,2,Master,Mechatronics
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,402,MS - Media Studies,108300,2,Master,Media Studies
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,403,MS - Project Management,123000,2.5,Master,Project Management
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,404,MS - Psychology,88920,2,Master,Psychology
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,405,MS - Public Health,96660,2,Master,Public Health
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,406,MS - Social Sciences,88920,2,Master,Social Sciences
7,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),1,407,MS - Sociology,88920,2,Master,Sociology
8,IBA,2,408,BBA - Business Administration,237500,65,Bachelor,Business Administration
8,IBA,2,409,BCS - Computer Science,199500,65,Bachelor,Computer Science
8,IBA,2,410,BS - Economics,199500,65,Bachelor,Economics
8,IBA,2,411,BS - Economics & Mathematics,199500,65,Bachelor,Economics
8,IBA,2,412,BS - Finance & Accounting,237500,65,Bachelor,Finance
8,IBA,2,413,BS - Mathematics,199500,65,Bachelor,Mathematics
8,IBA,2,414,BS - Social Sciences & Liberal Arts,199500,65,Bachelor,Social Sciences
8,IBA,2,415,MBA - Business Administration,260000,2.5,Master,Business Administration
8,IBA,2,416,MS - Computer Science,133500,2.5,Master,Computer Science
8,IBA,2,417,MS - Data Science,103250,2.5,Master,Data Science
8,IBA,2,418,MS - Development Studies,122500,2.5,Master,Development Studies
8,IBA,2,419,MS - Economics,133500,2.5,Master,Economics
8,IBA,2,420,MS - Finance,163750,2.5,Master,Finance
8,IBA,2,421,MS - Islamic Banking & Finance,173000,2.5,Master,Islamic Banking
8,IBA,2,422,MS - Journalism,133500,2.5,Master,Journalism
8,IBA,2,423,MS - Management,133500,2.5,Master,Management
8,IBA,2,424,MS - Marketing,133500,2.5,Master,Marketing
8,IBA,2,425,MS - Mathematics,133500,2.5,Master,Mathematics
9,Muhammad Ali Jinnah University,1,426,BS - Artificial Intelligence,152000,50,Bachelor,Artificial Intelligence
9,Muhammad Ali Jinnah University,1,427,BS - Bioinformatics,153000,50,Bachelor,Bioinformatics
9,Muhammad Ali Jinnah University,1,428,BS - Biotechnology,152000,50,Bachelor,Biotechnology
9,Muhammad Ali Jinnah University,1,429,BBA - Business Administration,153000,50,Bachelor,null
9,Muhammad Ali Jinnah University,1,430,BS - Chemistry,153000,50,Bachelor,Chemistry
9,Muhammad Ali Jinnah University,1,431,BS - Computer Science,180500,50,Bachelor,Computer Science
9,Muhammad Ali Jinnah University,1,432,BE - Computer System,166250,60,Bachelor,Computer Systems
9,Muhammad Ali Jinnah University,1,433,BS - Digital Media,105000,50,Bachelor,Digital Media
9,Muhammad Ali Jinnah University,1,434,BS - Education,105000,50,Bachelor,Education
9,Muhammad Ali Jinnah University,1,435,BE - Electrical,156750,60,Bachelor,Electrical Engineering
9,Muhammad Ali Jinnah University,1,436,BS - English,105000,50,Bachelor,English
9,Muhammad Ali Jinnah University,1,437,BS - Finance & Accounting,153000,50,Bachelor,Finance
9,Muhammad Ali Jinnah University,1,438,BS - Finance & Technology,153000,50,Bachelor,Finance
9,Muhammad Ali Jinnah University,1,439,BS - Psychology,153000,50,Bachelor,Psychology
9,Muhammad Ali Jinnah University,1,440,BS - Software Engineering,180500,50,Bachelor,Software Engineering
9,Muhammad Ali Jinnah University,1,441,BS - Supply Chain Management,153000,50,Bachelor,Supply Chain Management
9,Muhammad Ali Jinnah University,1,442,MS - Bioinformatics,120000,2,Master,Bioinformatics
9,Muhammad Ali Jinnah University,1,443,MS - Biotechnology,120000,2,Master,Biotechnology
9,Muhammad Ali Jinnah University,1,444,MBA - Business Administration,108000,2,Master,Business Administration
9,Muhammad Ali Jinnah University,1,445,MS - Computer Science,120000,2,Master,Computer Science
9,Muhammad Ali Jinnah University,1,446,MS - Economics & Finance,108000,2,Master,Economics
9,Muhammad Ali Jinnah University,1,447,MS - Electrical,120000,2,Master,Electrical Engineering
9,Muhammad Ali Jinnah University,1,448,MS - Management Sciences,108000,2,Master,Management Sciences
9,Muhammad Ali Jinnah University,1,449,MS - Project Management,108000,2,Master,Project Management
9,Muhammad Ali Jinnah University,1,450,MS - Software Engineering,120000,2,Master,Software Engineering
10,Hamdard University,1,451,BSc-CET - Bachelor of Science in Civil Engineering Technology,55000,50,Bachelor,Civil Engineering
10,Hamdard University,1,452,BSc-EET - Bachelor of Science in Electrical Engineering Technology,55000,50,Bachelor,Electrical Engineering
10,Hamdard University,1,453,BSc-MET - Bachelor of Science in Mechanical Engineering Technology,55000,50,Bachelor,Mechanical Engineering
10,Hamdard University,1,454,BS-AI - Bachelor’s of Artificial Intelligence,83200,50,Bachelor,Artificial Intelligence
10,Hamdard University,1,455,BS-BT - Bachelor’s of Bio-Technology,54500,50,Bachelor,Biotechnology
10,Hamdard University,1,456,BBA - Bachelor’s of Business Administration,95000,50,Bachelor,Business Administration
10,Hamdard University,1,457,BBA - Bachelor’s of Business Administration,100500,50,Bachelor,Business Administration
10,Hamdard University,1,458,BCA - Bachelor’s of Computer Arts,null,50,Bachelor,Computer Arts
10,Hamdard University,1,459,BS-CS - Bachelor’s of Computer Science,104000,50,Bachelor,Computer Science
10,Hamdard University,1,460,BDS - Bachelor’s of Dental Surgery,1426000,50,Bachelor,Dental Surgery
10,Hamdard University,1,461,BEMS - Bachelor’s of Eastern Medicine & Surgery,66560,50,Bachelor,Eastern Medicine
10,Hamdard University,1,462,B.Ed - Bachelor’s of Education,34700,45,Bachelor,Education
10,Hamdard University,1,463,B.Ed Hons - Bachelor’s of Education Hons,34700,45,Bachelor,Education
10,Hamdard University,1,464,BS-EET - Bachelor’s of Electronics Engineering Technology,null,50,Bachelor,Electronics Engineering
10,Hamdard University,1,465,BE-EE - Bachelor’s of Engineering in Electrical Engineering,null,60,Bachelor,Electrical Engineering
10,Hamdard University,1,466,BE-ME - Bachelor’s of Engineering in Mechanical Engineering,null,60,Bachelor,Mechanical Engineering
10,Hamdard University,1,467,BS-Eng - Bachelor’s of English,35100,45,Bachelor,English
10,Hamdard University,1,468,BS-FST - Bachelor’s of Food Science & Technology,58500,50,Bachelor,Food Science
10,Hamdard University,1,469,BS HND - Bachelor’s of Human Nutrition & Dietetics,73600,50,Bachelor,Human Nutrition
10,Hamdard University,1,470,BS-IS - Bachelor’s of Islamic Studies,34700,50,Bachelor,Islamic Studies
10,Hamdard University,1,471,LLB - Bachelor’s of Law,92000,50,Bachelor,Law
10,Hamdard University,1,472,BS-MLT - Bachelor’s of Medical Laboratory Technology,null,50,Bachelor,Medical Laboratory
10,Hamdard University,1,473,"MBBS - Bachelor’s of Medicine, Bachelor’s of Surgery",null,50,Bachelor,Medicine
10,Hamdard University,1,474,BSP - Bachelor’s of Psychology,null,45,Bachelor,Psychology
10,Hamdard University,1,475,BS PH - Bachelor’s of Public Health,null,50,Bachelor,Public Health
10,Hamdard University,1,476,BS-SE - Bachelor’s of Software Engineering,104000,50,Bachelor,Software Engineering
10,Hamdard University,1,477,Pharm-D - Doctor of Pharmacy,141000,50,Bachelor,Pharmacy
10,Hamdard University,1,478,ADE - Associate Degree in Education,66000,45,Bachelor,Education
10,Hamdard University,1,479,ADP-A&F - Associate Degree Program in Accounting & Finance,93500,45,Bachelor,Accounting & Finance
10,Hamdard University,1,480,ADP-B&F - Associate Degree Program in Banking & Finance,null,45,Bachelor,Banking & Finance
10,Hamdard University,1,481,ADP-BI - Associate Degree Program in Business Informatics,null,45,Bachelor,Business Informatics
10,Hamdard University,1,482,ADP-DMM - Associate Degree Program in Digital Media Marketing,null,45,Bachelor,Digital Media Marketing
10,Hamdard University,1,483,ADP-HHM - Associate Degree Program in Healthcare & Hospital Management,null,45,Bachelor,Healthcare Management
10,Hamdard University,1,484,ADP-IA - Associate Degree Program in Industrial Automation,51950,45,Bachelor,Industrial Automation
10,Hamdard University,1,485,"ADP-CN, CIS, SD - Associate Degree Programs",null,null,Bachelor,Computer Networks
10,Hamdard University,1,486,ME-EE - Master of Engineering in Electrical Engineering,68500,2,Master,Electrical Engineering
10,Hamdard University,1,487,MS-BA - Master of Science in Business Administration,68500,2,Master,Business Administration
10,Hamdard University,1,488,MBA - Master’s of Business Administration,68000,2,Master,Business Administration
10,Hamdard University,1,489,MBA - Master’s of Business Administration,105000,2,Master,Computer Science
10,Hamdard University,1,490,MS-CS - Master’s of Computer Science,null,2,Master,Energy Engineering
10,Hamdard University,1,491,MS-EE - Master’s of Energy Engineering,null,2,Master,Education
10,Hamdard University,1,492,M.Phil Edu - Master’s of Philosophy in Education,73500,null,Master,Pharmaceutical Chemistry
10,Hamdard University,1,493,M.Phil - Masters of Philosophy in Pharmaceutical Chemistry,123500,null,Master,Pharmaceutics
10,Hamdard University,1,494,M.Phil - Masters of Philosophy in Pharmaceutics,123500,null,Master,Pharmacology
10,Hamdard University,1,495,M.Phil - Masters of Philosophy in Pharmacology,123500,null,Master,Electrical Engineering
11,Indus University,1,496,BE Electrical,95000,60,Bachelor,Computer Science
11,Indus University,1,497,BS Computer Science,99450,50,Bachelor,Software Engineering
11,Indus University,1,498,BS Software Engineering,99450,50,Bachelor,Engineering Technology
11,Indus University,1,499,BSc Engineering Technology Electrical,78000,50,Bachelor,Engineering Technology
11,Indus University,1,500,BSc Engineering Technology Electronics,74000,50,Bachelor,Engineering Technology
11,Indus University,1,501,BSc Engineering Technology Mechanical,78000,50,Bachelor,Engineering Technology
11,Indus University,1,502,BSc Engineering Technology Civil,78000,50,Bachelor,Engineering Technology
11,Indus University,1,503,Bachelor of Business Administration (BBA),105300,50,Bachelor,Business Administration
11,Indus University,1,504,Bachelor of Fashion Design,118000,50,Bachelor,Fashion Design
11,Indus University,1,505,Bachelor of Textile Design,118000,50,Bachelor,Textile Design
11,Indus University,1,506,Bachelor of Interior Design,118000,50,Bachelor,Interior Design
11,Indus University,1,507,BS Media Science,118000,50,Bachelor,Media Science
11,Indus University,1,508,MS Mechanical Engineering Technology,64000,2,Master,Mechanical Engineering
11,Indus University,1,509,MS Electrical Engineering Technology,64000,2,Master,Electrical Engineering
11,Indus University,1,510,ME Electrical Engineering,82000,2,Master,Electrical Engineering
11,Indus University,1,511,MS Computer Science,64000,2,Master,Computer Science
11,Indus University,1,512,MS Media Studies,82000,2,Master,Media Studies
11,Indus University,1,513,MS Management Science,64000,2,Master,Management Science
11,Indus University,1,514,MBA (4 Semesters),86004,2,Master,Business Administration
11,Indus University,1,515,MBA (3 Semesters),86004,2,Master,Business Administration
12,Jinnah Sindh Medical University,1,516,BBA - Business Administration,40000,50,Bachelor,Business Administration
12,Jinnah Sindh Medical University,1,517,BS - Cardiac Perfusion,150000,50,Bachelor,Cardiac Perfusion
12,Jinnah Sindh Medical University,1,518,BS - Cardiovascular Sciences,150000,50,Bachelor,Cardiovascular Sciences
12,Jinnah Sindh Medical University,1,519,BS - Clinical Laboratory Sciences,150000,50,Bachelor,Clinical Laboratory
12,Jinnah Sindh Medical University,1,520,BS - Dental Technology,150000,50,Bachelor,Dental Technology
12,Jinnah Sindh Medical University,1,521,BDS - Dentistry,175000,50,Bachelor,Dentistry
12,Jinnah Sindh Medical University,1,522,BBA - Hospital & Health Services Management,40000,50,Bachelor,Hospital Management
12,Jinnah Sindh Medical University,1,523,BS - Medical Technology,150000,50,Bachelor,Medical Technology
12,Jinnah Sindh Medical University,1,524,MBBS - Medicine - Mbbs,31900,50,Bachelor,Medicine
12,Jinnah Sindh Medical University,1,525,BS - Nuclear Medicine,150000,50,Bachelor,Nuclear Medicine
12,Jinnah Sindh Medical University,1,526,B.NURS - Nursing Generic,200000,50,Bachelor,Nursing
12,Jinnah Sindh Medical University,1,527,BS - Operation Theatre Sciences,150000,50,Bachelor,Operation Theatre
12,Jinnah Sindh Medical University,1,528,PHARM.D - Pharmacy,106480,50,Bachelor,Pharmacy
12,Jinnah Sindh Medical University,1,529,DPT - Physical Therapy,220000,50,Bachelor,Physical Therapy
12,Jinnah Sindh Medical University,1,530,BS - Public Health,150000,50,Bachelor,Public Health
12,Jinnah Sindh Medical University,1,531,BS - Radiological Imaging,150000,50,Bachelor,Radiological Imaging
12,Jinnah Sindh Medical University,1,532,BS - Respiratory Therapy,150000,50,Bachelor,Respiratory Therapy
12,Jinnah Sindh Medical University,1,533,MBA - Business Administration,100000,null,Master,Business Administration
12,Jinnah Sindh Medical University,1,534,M.Phil. - Clinical Pathology,282000,null,Master,Clinical Pathology
12,Jinnah Sindh Medical University,1,535,MS - Health Professions Education,236250,null,Master,Health Professions
12,Jinnah Sindh Medical University,1,536,M.Phil. - Histopathology,null,null,Master,Histopathology
12,Jinnah Sindh Medical University,1,537,MBA - Hospital & Health Services Management,null,null,Master,Hospital Management
12,Jinnah Sindh Medical University,1,538,MS - Management Sciences,null,null,Master,Management Sciences
12,Jinnah Sindh Medical University,1,539,MS - Public Health,220500,null,Master,Public Health
12,Jinnah Sindh Medical University,1,540,Associate Degree in Management Sciences,null,null,Bachelor,Management Sciences
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,541,BBA,93450,50,Bachelor,Business Administration
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,542,BS-Aviation Management,93450,50,Bachelor,Aviation Management
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,543,BS Digital Marketing,93450,50,Bachelor,Digital Marketing
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,544,BS-Accounting & Finance,93450,50,Bachelor,Accounting & Finance
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,545,BS-Entrepreneurship,105000,50,Bachelor,Entrepreneurship
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,546,BBA to MBA,null,50,Bachelor,Business Administration
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,547,BE-Electrical,117600,50,Bachelor,Electrical Engineering
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,548,BE-Mechatronics,117600,50,Bachelor,Mechatronics
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,549,BE-Avionics,117600,50,Bachelor,Avionics
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,550,BE-Software Engineering,117600,50,Bachelor,Software Engineering
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,551,BS-Computer Science,111300,50,Bachelor,Computer Science
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,552,BS-Artificial Intelligence,130200,50,Bachelor,Artificial Intelligence
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,553,BS-Data Science,111300,50,Bachelor,Data Science
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,554,BS-Cyber Security,130200,50,Bachelor,Cyber Security
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,555,BS-Software Engineering,117600,50,Bachelor,Software Engineering
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,556,MBA (for non-business 4 yrs degree holders),93450,3,Master,Business Administration
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,557,MBA-Executive,93450,3,Master,Executive Management
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,558,MBA (for BBA 4-yrs degree holders),93450,3,Master,Business Administration
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,559,MS-Management Sciences,79500,3,Master,Management Sciences
13,PAF Karachi Institute of Economics and Technology (PAF-KIET),3,560,MS-Electronics Engineering,79500,3,Master,Electronics Engineering
14,Dawood University of Engineering and Technology,1,561,BArch Architecture and Planning,32000,60,Bachelor,Architecture
14,Dawood University of Engineering and Technology,1,562,BE Civil Engineering,32000,60,Bachelor,Civil Engineering
14,Dawood University of Engineering and Technology,1,563,BE Chemical Engineering,32000,60,Bachelor,Chemical Engineering
14,Dawood University of Engineering and Technology,1,564,BE Computer System Engineering,32000,60,Bachelor,Computer Engineering
14,Dawood University of Engineering and Technology,1,565,BE Electronic Engineering,32000,60,Bachelor,Electronic Engineering
14,Dawood University of Engineering and Technology,1,566,BE Energy and Environment Engineering,32000,60,Bachelor,Energy Engineering
14,Dawood University of Engineering and Technology,1,567,BE Industrial Engineering and Management,32000,60,Bachelor,Industrial Engineering
14,Dawood University of Engineering and Technology,1,568,BE Metallurgy and Materials Engineering,32000,60,Bachelor,Metallurgy Engineering
14,Dawood University of Engineering and Technology,1,569,BE Petroleum and Gas Engineering,32000,60,Bachelor,Petroleum Engineering
14,Dawood University of Engineering and Technology,1,570,BE Telecommunication Engineering,32000,60,Bachelor,Telecommunication
14,Dawood University of Engineering and Technology,1,571,BS Computer Science,70000,50,Bachelor,Computer Science
14,Dawood University of Engineering and Technology,1,572,BS Artificial Intelligence,70000,50,Bachelor,Artificial Intelligence
14,Dawood University of Engineering and Technology,1,573,BS Cyber Security,70000,50,Bachelor,Cyber Security
14,Dawood University of Engineering and Technology,1,574,BS Mathematics,70000,50,Bachelor,Mathematics
14,Dawood University of Engineering and Technology,1,575,MS Chemical Engineering,84000,2,Master,Chemical Engineering
14,Dawood University of Engineering and Technology,1,576,MS Electronic Engineering,84000,2,Master,Electronic Engineering
14,Dawood University of Engineering and Technology,1,577,MS Telecommunication Engineering,84000,2,Master,Telecommunication
14,Dawood University of Engineering and Technology,1,578,MS Industrial Chemistry,84000,2,Master,Industrial Chemistry
14,Dawood University of Engineering and Technology,1,579,MS Metallurgy & Material Engineering,84000,2,Master,Metallurgy Engineering
14,Dawood University of Engineering and Technology,1,580,MS Industrial Engineering,84000,2,Master,Industrial Engineering
15,Greenwich University,1,581,BS-Business Administration,44580,55,Bachelor,Business Administration
15,Greenwich University,1,582,BS-Economics & Finance,44580,55,Bachelor,Economics & Finance
15,Greenwich University,1,583,BS-Digital Business Management,44580,55,Bachelor,Digital Business
15,Greenwich University,1,584,BS-Tourism & Hospitality Management,44580,55,Bachelor,Tourism & Hospitality
15,Greenwich University,1,585,BS-Digital Media Marketing,44580,55,Bachelor,Digital Media Marketing
15,Greenwich University,1,586,BS-Visual Effects & Animation,44580,55,Bachelor,Visual Effects
15,Greenwich University,1,587,BS-English,44580,55,Bachelor,English
15,Greenwich University,1,588,BS-Mass Communication & Media Studies,44580,55,Bachelor,Mass Communication
15,Greenwich University,1,589,BS-Textile Design,44580,55,Bachelor,Textile Design
15,Greenwich University,1,590,BS-Communication Design,44580,55,Bachelor,Communication Design
15,Greenwich University,1,591,B.Education (1.5 Year),44580,55,Bachelor,Education
15,Greenwich University,1,592,B.Education (2.5 Year),44580,55,Bachelor,Education
15,Greenwich University,1,593,BS-Film Studies,44580,55,Bachelor,Film Studies
15,Greenwich University,1,594,BS-Fashion Styling & Communication,44580,55,Bachelor,Fashion Styling
15,Greenwich University,1,595,BS-Fashion Design,44580,55,Bachelor,Fashion Design
15,Greenwich University,1,596,BS-Fashion Marketing & Merchandising,44580,55,Bachelor,Fashion Marketing
15,Greenwich University,1,597,BS-Psychology,44580,55,Bachelor,Psychology
15,Greenwich University,1,598,BS-Banking & Finance,44580,55,Bachelor,Banking & Finance
15,Greenwich University,1,599,MS-Mass Communication & Media Studies,50500,2.5,Master,Mass Communication
15,Greenwich University,1,600,MBA (1.5 Years),50500,2.5,Master,Business Administration
15,Greenwich University,1,601,MBA (2.5 Years),50500,2.5,Master,Business Administration
15,Greenwich University,1,602,MS-Economics & Finance,50500,2.5,Master,Economics & Finance
16,Aga Khan University,1,603,BS (Bachelor of Studies),1930000,75,Bachelor,Bachelor of Studies
